language_name,language_code,country
Ambo,amb,Nigeria
Amo,amo,Nigeria
Amon,umm,Nigeria
Anaang,anw,Nigeria
Aninka,aqk,Nigeria
Arigidi,aqg,Nigeria
Arum,aab,Nigeria
Ashe,ahs,Nigeria
Asu,aum,Nigeria
Atoro,tdv,Nigeria
Atsam,cch,Nigeria
Auyokawa,auo,Nigeria
Avonnoh,kch,Nigeria
Awak,awo,Nigeria
Ayu,ayu,Nigeria
Baan,bvj,Nigeria
Baangi,bqx,Nigeria
Baatonum,bba,Nigeria
Bacama,bcy,Nigeria
Bade,bde,Nigeria
Bali,bcn,Nigeria
Bangwinji,bsj,Nigeria
Bankal,jjr,Nigeria
Barikanchi,bxo,Nigeria
Basa,bzw,Nigeria
Basa-Gumna,bsl,Nigeria
Basa-Gurmana,buj,Nigeria
Bassa-Kontagora,bsr,Nigeria
Bata,bta,Nigeria
Batu,btu,Nigeria
Bauchi,bsf,Nigeria
Beele,bxq,Nigeria
Bekwarra,bkv,Nigeria
Belning,glb,Nigeria
Bena,yun,Nigeria
Berom,bom,Nigeria
Bete,byf,Nigeria
Bete-Bendi,btt,Nigeria
Bijim,jbm,Nigeria
Bille,bil,Nigeria
Bina,byj,Nigeria
Biseni,ije,Nigeria
Bisã,bqp,Nigeria
Bitare,brt,Nigeria
Bo-Rukul,mae,Nigeria
Boga,bvw,Nigeria
Boghom,bux,Nigeria
Boko,bqc,Nigeria
Bokobaru,bus,Nigeria
Bokyi,bky,Nigeria
Bole,bol,Nigeria
Bu,jid,Nigeria
Bu,zbu,Nigeria
Bukpe,ukp,Nigeria
Bukwen,buz,Nigeria
Buli,uly,Nigeria
Bumaji,byp,Nigeria
Bura-Pabir,bwr,Nigeria
Burak,bys,Nigeria
Bure,bvh,Nigeria
Burku,bbt,Nigeria
Buru,bqw,Nigeria
Cahungwarya,nat,Nigeria
Cakfem-Mushere,cky,Nigeria
Cara,cfd,Nigeria
Centúúm,cet,Nigeria
Cham,cfa,Nigeria
Cha’ari,cxh,Nigeria
Choogen,tgd,Nigeria
Cicipu,awc,Nigeria
Cineni,cie,Nigeria
Cishingini,asg,Nigeria
Cross River Mbembe,mfn,Nigeria
C’Lela,dri,Nigeria
Daba,dbq,Nigeria
Dadiya,dbd,Nigeria
Damakawa,dam,Nigeria
Dass,dot,Nigeria
Daza,dzd,Nigeria
Defaka,afn,Nigeria
Degema,deg,Nigeria
Deko-Dusanga,uya,Nigeria
Dendi,ddn,Nigeria
Deno,dbb,Nigeria
Dera,kna,Nigeria
Dghwede,dgh,Nigeria
Dibo,dio,Nigeria
Dir-Nyamzak-Mbarimi,nzr,Nigeria
Dirim,dir,Nigeria
Dirya,dwa,Nigeria
Dokshi,dsk,Nigeria
Dong,doh,Nigeria
Duguri,dbm,Nigeria
Duhwa,kbz,Nigeria
Dulubu,dbo,Nigeria
Dungu,dbv,Nigeria
Durop,krp,Nigeria
Duwai,dbp,Nigeria
Duya,ldb,Nigeria
Dyarim,dyr,Nigeria
Dza,jen,Nigeria
Eastern Acipa,acp,Nigeria
Ebira,igb,Nigeria
Ebughu,ebg,Nigeria
Edo,bin,Nigeria
Efai,efa,Nigeria
Efik,efi,Nigeria
Efutop,ofu,Nigeria
Eggon,ego,Nigeria
Ehueun,ehu,Nigeria
Ejagham,etu,Nigeria
Ejuele,dbi,Nigeria
Ekajuk,eka,Nigeria
Eki,eki,Nigeria
Ekit,eke,Nigeria
Ekpeye,ekp,Nigeria
Elege,alf,Nigeria
Eleme,elm,Nigeria
Emai-Iuleha-Ora,ema,Nigeria
Engenni,enn,Nigeria
Enwan,env,Nigeria
Enwan,enw,Nigeria
Epie,epi,Nigeria
Eruwa,erh,Nigeria
Esan,ish,Nigeria
Etebi,etb,Nigeria
Etkywan,ich,Nigeria
Etsako,ets,Nigeria
Etulo,utr,Nigeria
Evant,bzz,Nigeria
Ezaa,eza,Nigeria
Fali Muchella,fli,Nigeria
Fali of Baissa,fah,Nigeria
Fam,fam,Nigeria
Firan,fir,Nigeria
Fum,fum,Nigeria
Fungwa,ula,Nigeria
Fyer,fie,Nigeria
Gaa,ttb,Nigeria
Gade,ged,Nigeria
Galambi,glo,Nigeria
Gamo-Ningi,bte,Nigeria
Ganang,gne,Nigeria
Ga’anda,gqa,Nigeria
Gbagyi,gbr,Nigeria
Gbari,gby,Nigeria
Gengle,geg,Nigeria
Gera,gew,Nigeria
Geruma,gea,Nigeria
Ghotuo,aaa,Nigeria
Gibanawa,gib,Nigeria
Giiwo,kks,Nigeria
Glavda,glw,Nigeria
Goemai,ank,Nigeria
Gokana,gkn,Nigeria
Gude,gde,Nigeria
Gudu,gdu,Nigeria
Guduf-Gava,gdf,Nigeria
Gun,guw,Nigeria
Gupa-Abawa,gpa,Nigeria
Gurmana,gvm,Nigeria
Guruntum-Mbaaru,grd,Nigeria
Gvoko,ngs,Nigeria
Gwa,gwb,Nigeria
Gwak,jgk,Nigeria
Gwamhi-Wuri,bga,Nigeria
Gwandara,gwn,Nigeria
Gyaazi,gyz,Nigeria
Gyem,gye,Nigeria
Gyong,kdm,Nigeria
Hasha,ybj,Nigeria
Hausa,hau,Nigeria
Hausa Sign Language,hsl,Nigeria
Hide,xed,Nigeria
Hohumono,bcs,Nigeria
Holma,hod,Nigeria
Horom,hoe,Nigeria
Hwana,hwo,Nigeria
Hya,hya,Nigeria
Hyam,jab,Nigeria
Hõne,juh,Nigeria
Ibaas,cen,Nigeria
Ibani,iby,Nigeria
Ibibio,ibb,Nigeria
Ibino,ibn,Nigeria
Ibuoro,ibr,Nigeria
Iceve-Maci,bec,Nigeria
Idere,ide,Nigeria
Idoma,idu,Nigeria
Igala,igl,Nigeria
Igbo,ibo,Nigeria
Igede,ige,Nigeria
Iguta,nar,Nigeria
Igwe,igw,Nigeria
Ihievbe,ihi,Nigeria
Ika,ikk,Nigeria
Ikhin-Aokho,ikh,Nigeria
Iko,iki,Nigeria
Ikpeshi,ikp,Nigeria
Iku-Gora-Ankwa,ikv,Nigeria
Ikulu,ikl,Nigeria
Ikwere,ikw,Nigeria
Ikwo,iqw,Nigeria
Ilue,ilv,Nigeria
Isekiri,its,Nigeria
Isoko,iso,Nigeria
Itang,uta,Nigeria
Iten,etx,Nigeria
Ito,itw,Nigeria
Itu Mbon Uzo,itm,Nigeria
Ivbie North-Okpela-Arhe,atg,Nigeria
Iyayu,iya,Nigeria
Iyive,uiv,Nigeria
Iyongiyong,bbs,Nigeria
Izere,izr,Nigeria
Izii,izz,Nigeria
Izon,ijc,Nigeria
Izora,cbo,Nigeria
Jakattoe,jrt,Nigeria
Janji,jni,Nigeria
Jara,jaf,Nigeria
Jere,jer,Nigeria
Jiba,juo,Nigeria
Jibu,jib,Nigeria
Jilbe,jie,Nigeria
Jimi,jmi,Nigeria
Jiru,jrr,Nigeria
Jju,kaj,Nigeria
Jukun Takum,jbu,Nigeria
Juu,juu,Nigeria
Kaan,ldl,Nigeria
Kadung,dkg,Nigeria
Kaivi,kce,Nigeria
Kakanda,kka,Nigeria
Kalabari,ijn,Nigeria
Kam,kdx,Nigeria
Kamantan,kci,Nigeria
Kami,kmi,Nigeria
Kamo,kcq,Nigeria
Kamuku,cdr,Nigeria
Kamwe,hig,Nigeria
Kanufi,kni,Nigeria
Kapya,klo,Nigeria
Karekare,kai,Nigeria
Karimjo,cfg,Nigeria
Kariya,kil,Nigeria
Khana,ogo,Nigeria
Kholok,ktc,Nigeria
Kibaku,ckl,Nigeria
Kinugu,kkd,Nigeria
Kiong,kkm,Nigeria
Kir-Balar,kkr,Nigeria
Kirike,okr,Nigeria
Kirya-Konzel,fkk,Nigeria
Kizamani,izm,Nigeria
Koenoem,kcs,Nigeria
Kofa,kso,Nigeria
Kofyar,kwl,Nigeria
Koma,kmy,Nigeria
Kono,klk,Nigeria
Koro Nulu,vkn,Nigeria
Koro Wachi,bqv,Nigeria
Koro Zuba,vkz,Nigeria
Kpan,kpk,Nigeria
Kpasham,pbn,Nigeria
Kpati,koc,Nigeria
Kubi,kof,Nigeria
Kuce,ruk,Nigeria
Kudu-Camo,kov,Nigeria
Kugama,kow,Nigeria
Kugbo,kes,Nigeria
Kukele,kez,Nigeria
Kulere,kul,Nigeria
Kulung,bbu,Nigeria
Kumba,ksm,Nigeria
Kupa,kug,Nigeria
Kurama,krh,Nigeria
Kushi,kuh,Nigeria
Kusur-Myet,tdl,Nigeria
Kutep,kub,Nigeria
Kutto,kpa,Nigeria
Kuturmi,khj,Nigeria
Kwa,kwb,Nigeria
Kwaami,ksq,Nigeria
Kyak,bka,Nigeria
Kyanga,tye,Nigeria
Kyoli,cry,Nigeria
Labur,jku,Nigeria
Laka,ksp,Nigeria
Lala-Roba,lla,Nigeria
Lamang,hia,Nigeria
Lame,bma,Nigeria
Lamja-Dengsa-Tola,ldh,Nigeria
Laru,lan,Nigeria
Leelau,ldk,Nigeria
Legbo,agb,Nigeria
Lemoro,ldj,Nigeria
Lenyima,ldg,Nigeria
Lere,gnh,Nigeria
Leyigha,ayi,Nigeria
Lidzonka,add,Nigeria
Lokaa,yaz,Nigeria
Loo,ldo,Nigeria
Lopa,lop,Nigeria
Lubila,kcc,Nigeria
Lufu,ldq,Nigeria
Luri,ldd,Nigeria
Maaka,mew,Nigeria
Mada,mda,Nigeria
Mafa,maf,Nigeria
Mak,pbl,Nigeria
Mama,mma,Nigeria
Manga Kanuri,kby,Nigeria
Mansi,zns,Nigeria
Marghi Central,mrt,Nigeria
Marghi South,mfm,Nigeria
Mashi,jms,Nigeria
Mbat,bau,Nigeria
Mbe,mfo,Nigeria
Mboi,moi,Nigeria
Mbongno,bgu,Nigeria
Mbula-Bwazza,mbu,Nigeria
Mgbolizhia,gmz,Nigeria
Migili,mgi,Nigeria
Mindat,mmf,Nigeria
Mingang Doso,mko,Nigeria
Miship,mjs,Nigeria
Moo,gwg,Nigeria
Mumuye,mzm,Nigeria
Mvanip,mcj,Nigeria
Mwaghavul,sur,Nigeria
Mághdì,gmd,Nigeria
Nde-Gbite,ned,Nigeria
Nde-Nsele-Nta,ndd,Nigeria
Ndoe,nbb,Nigeria
Ndoola,ndr,Nigeria
Ndunda,nuh,Nigeria
Ngamo,nbh,Nigeria
Ngas,anc,Nigeria
Nggwahyi,ngx,Nigeria
Ngizim,ngi,Nigeria
Ngwaba,ngw,Nigeria
Nigeria Mambila,mzk,Nigeria
Nigerian Fulfulde,fuv,Nigeria
Nigerian Pidgin,pcm,Nigeria
Nigerian Sign Language,nsi,Nigeria
Nikyob-Nindem,kdp,Nigeria
Ninzo,nin,Nigeria
Njerep,njr,Nigeria
Nkari,nkz,Nigeria
Nkem-Nkum,isi,Nigeria
Nkoroo,nkx,Nigeria
Nkukoli,nbo,Nigeria
Nnam,nbp,Nigeria
Nteng,nqt,Nigeria
Numana,nbr,Nigeria
Nungu,rin,Nigeria
Nungura,lnu,Nigeria
Nupe-Nupe-Tako,nup,Nigeria
Nya Huba,hbb,Nigeria
Nyam,nmi,Nigeria
eNyankpa,tru,Nigeria
Nzanyi,nja,Nigeria
Obolo,ann,Nigeria
Obulom,obu,Nigeria
Odual,odu,Nigeria
Odut,oda,Nigeria
Ogbah,ogc,Nigeria
Ogbia,ogb,Nigeria
Ogbogolo,ogg,Nigeria
Ogbronuagum,ogu,Nigeria
Oko-Eni-Osayen,oks,Nigeria
Okobo,okb,Nigeria
Okodia,okd,Nigeria
Okpamheri,opa,Nigeria
Okpe,oke,Nigeria
Okpe,okx,Nigeria
Oloma,olm,Nigeria
Olulumo-Ikom,iko,Nigeria
Olùkùmi,ulb,Nigeria
Orake,ids,Nigeria
Oring,org,Nigeria
Oro,orx,Nigeria
Oruma,orr,Nigeria
Ososo,oso,Nigeria
Oyuwu,aye,Nigeria
O’chi’chi’,xoc,Nigeria
Panawa,pwb,Nigeria
Pangseng,pgs,Nigeria
Pangu,png,Nigeria
Pa’anci,pqa,Nigeria
Pero,pip,Nigeria
Pesse,pze,Nigeria
Piapung,pcw,Nigeria
Piya-Kwonci,piy,Nigeria
Psikye,kvj,Nigeria
Putai,mfl,Nigeria
Pyam,pym,Nigeria
Pye,pai,Nigeria
Rang,rax,Nigeria
Reshe,res,Nigeria
Rigwe,iri,Nigeria
Rishiwa,rsw,Nigeria
Rjili,uji,Nigeria
Robambami,ibm,Nigeria
Rogo,rod,Nigeria
Rom,tdk,Nigeria
Ron,cla,Nigeria
Ruma,ruz,Nigeria
Samba Daka,ccg,Nigeria
Samba Leko,ndi,Nigeria
Sambe,xab,Nigeria
Sanga,xsn,Nigeria
Sasaru,sxs,Nigeria
Saya,say,Nigeria
Shall-Zwall,sha,Nigeria
Shama-Sambuga,sqa,Nigeria
Shamang,xsh,Nigeria
Shanga,sho,Nigeria
Shau,sqh,Nigeria
Sheni,scv,Nigeria
Shiki,gua,Nigeria
Shoo-Minda-Nye,bcv,Nigeria
Shuwa Arabic,shu,Nigeria
Siri,sir,Nigeria
Somyev,kgt,Nigeria
Southeast Ijo,ijs,Nigeria
Sukur,syk,Nigeria
Sya,scw,Nigeria
Tal,tal,Nigeria
Tala,tak,Nigeria
Tangale,tan,Nigeria
Tarjumo,txj,Nigeria
Tarok,yer,Nigeria
Tehl,mtl,Nigeria
Teme,tdo,Nigeria
Tera,ttr,Nigeria
Teshenawa,twc,Nigeria
Tha,thy,Nigeria
Tigon Mbembe,nza,Nigeria
Tita,tdq,Nigeria
Tiv,tiv,Nigeria
Tiyaa,tyy,Nigeria
Tsikimba,kdl,Nigeria
Tsishingini,tsw,Nigeria
Tso,ldp,Nigeria
Tsucuba,cbq,Nigeria
Tsuvadi,tvd,Nigeria
Tugbiri-Niragu,grh,Nigeria
Tula,tul,Nigeria
Tulai,tvi,Nigeria
Tunzuii,dza,Nigeria
Tuttumi,kku,Nigeria
Tyap,kcg,Nigeria
Tèẹ̀ ̣,tkq,Nigeria
Ubaghara,byc,Nigeria
Ubang,uba,Nigeria
Uda,uda,Nigeria
Uhami,uha,Nigeria
Ukaan,kcf,Nigeria
Ukpet-Ehom,akd,Nigeria
Ukue,uku,Nigeria
Ukwa,ukq,Nigeria
Ukwuani-Aboh-Ndoni,ukw,Nigeria
Uneme,une,Nigeria
Urhobo,urh,Nigeria
Usaghade,usk,Nigeria
Utugwang-Irungene-Afrike,afe,Nigeria
Uvbie,evh,Nigeria
Uzekwe,eze,Nigeria
Vemgo-Mabas,vem,Nigeria
Verre,ver,Nigeria
Viti,vit,Nigeria
Vori,sde,Nigeria
Voro,vor,Nigeria
Vune mi,mkf,Nigeria
Vute,vut,Nigeria
Waja,wja,Nigeria
Waka,wav,Nigeria
Wandala,mfi,Nigeria
Wannu,jub,Nigeria
Wapan,juk,Nigeria
Warji,wji,Nigeria
Wom,wom,Nigeria
Wãpha,juw,Nigeria
Yace,ekr,Nigeria
Yala,yba,Nigeria
Yamba,yam,Nigeria
Yangkam,bsx,Nigeria
Yedina,bdm,Nigeria
Yendang,ynq,Nigeria
Yerwa Kanuri,knc,Nigeria
Yoruba,yor,Nigeria
Yotti,yot,Nigeria
Yukuben,ybl,Nigeria
Ywom,gek,Nigeria
Zamwal,zah,Nigeria
Zari,zaz,Nigeria
Zarma,dje,Nigeria
Zeem,zem,Nigeria
Zhire,zhi,Nigeria
Zibinju,jmb,Nigeria
Zizilivakan,ziz,Nigeria
Zul,zlu,Nigeria
us-Saare,uss,Nigeria
ut-Hun,uth,Nigeria
ut-Ma’in,gel,Nigeria
Áncá,acb,Nigeria
Réunion French Creole,rcf,Réunion
Kinyarwanda,kin,Rwanda
Nyankore,nyn,Rwanda
Rwandan Sign Language,rsn,Rwanda
Angolar,aoa,Sao Tome and Principe
Principense,pre,Sao Tome and Principe
Sãotomense,cri,Sao Tome and Principe
Badyara,pbp,Senegal
Bainouk-Gunyaamolo,bcz,Senegal
Bainouk-Samik,bcb,Senegal
Balanta-Ganja,bjt,Senegal
Bandial,bqj,Senegal
Bayot,bda,Senegal
Ejamat,eja,Senegal
Gusilay,gsl,Senegal
Jalunga,yal,Senegal
Jola-Fonyi,dyo,Senegal
Jola-Kasa,csk,Senegal
Karon,krx,Senegal
Kerak,hhr,Senegal
Kuwaataay,cwt,Senegal
Laalaa,cae,Senegal
Mandinka,mnk,Senegal
Mandjak,mfv,Senegal
Mankanya,knf,Senegal
Mlomp,mlo,Senegal
Ménik,tnr,Senegal
Ndut,ndv,Senegal
Noon,snf,Senegal
Oniyan,bsc,Senegal
Paloor,fap,Senegal
Pulaar,fuc,Senegal
Saafi-Saafi,sav,Senegal
Serer-Sine,srr,Senegal
Soninke,snk,Senegal
Wamey,cou,Senegal
Western Maninkakan,mlq,Senegal
Wolof,wol,Senegal
Seychelles French Creole,crs,Seychelles
Seychelles Sign Language,lsw,Seychelles
Bom-Kim,bmf,Sierra Leone
Bullom So,buy,Sierra Leone
East Limba,lma,Sierra Leone
Eastern Maninkakan,emk,Sierra Leone
Gola,gol,Sierra Leone
Kono,kno,Sierra Leone
Krio,kri,Sierra Leone
Kuranko,knk,Sierra Leone
Loko,lok,Sierra Leone
Mende,men,Sierra Leone
Northern Kissi,kqs,Sierra Leone
Sherbro,bun,Sierra Leone
Sierra Leone Sign Language,sgx,Sierra Leone
Southern Kisi,kss,Sierra Leone
Susu,sus,Sierra Leone
Themne,tem,Sierra Leone
Vai,vai,Sierra Leone
West-Central Limba,lia,Sierra Leone
Yalunka,yal,Sierra Leone
Boon,bnl,Somalia
Borana-Arsi-Guji Oromo,gax,Somalia
Dabarre,dbr,Somalia
Garre,gex,Somalia
Jiiddu,jii,Somalia
Maay,ymm,Somalia
Mushungulu,xma,Somalia
Somali,som,Somalia
Swahili,swh,Somalia
Tunni,tqq,Somalia
Afrikaans,afr,South Africa
Camtho,cmt,South Africa
Flaaitaal,fly,South Africa
Gail,gic,South Africa
Korana,kqz,South Africa
Lower Nossob,nsb,South Africa
Ndebele,nbl,South Africa
Northern Sotho,nso,South Africa
Nǁng,ngh,South Africa
Oorlams,oor,South Africa
Pidgin Bantu,fng,South Africa
Ronga,rng,South Africa
Seroa,kqu,South Africa
Setswana,tsn,South Africa
South African Sign Language,sfs,South Africa
Southern Sotho,sot,South Africa
Swati,ssw,South Africa
Tsonga,tso,South Africa
Venda,ven,South Africa
Xhosa,xho,South Africa
Xiri,xii,South Africa
Zulu,zul,South Africa
ǀXam,xam,South Africa
ǁXegwi,xeg,South Africa
‡Ungkue,gku,South Africa
,,South Africa
Acholi,ach,South Sudan
Aja,aja,South Sudan
Anuak,anu,South Sudan
Avokaya,avu,South Sudan
Bai,bdj,South Sudan
Baka,bdh,South Sudan
Bari,bfa,South Sudan
Belanda Bor,bxb,South Sudan
Belanda Viri,bvi,South Sudan
Beli,blm,South Sudan
Bongo,bot,South Sudan
Didinga,did,South Sudan
Dongotono,ddd,South Sudan
Feroge,fer,South Sudan
Gbaya,krs,South Sudan
Homa,hom,South Sudan
Imotong,imt,South Sudan
Indri,idr,South Sudan
Juba Arabic,pga,South Sudan
Jumjum,jum,South Sudan
Jur Modo,bex,South Sudan
Kacipo-Bale Suri,koe,South Sudan
Kakwa,keo,South Sudan
Keliko,kbo,South Sudan
Komo,xom,South Sudan
Laarim,loh,South Sudan
Lango,lgo,South Sudan
Logir,lqr,South Sudan
Lokoya,lky,South Sudan
Lopit,lpx,South Sudan
Luwo,lwo,South Sudan
Mabaan,mfz,South Sudan
Mandari,mqu,South Sudan
Mangayat,myj,South Sudan
Ma’di,mhi,South Sudan
Mittu,mwu,South Sudan
Morokodo,mgc,South Sudan
Moru,mgd,South Sudan
Mo’da,gbn,South Sudan
Murle,mur,South Sudan
Mündü,muh,South Sudan
Ndogo,ndz,South Sudan
Njalgulgule,njl,South Sudan
Northeastern Dinka,dip,South Sudan
Northwestern Dinka,diw,South Sudan
Nuer,nus,South Sudan
Nyamusa-Molo,nwm,South Sudan
Okolie,oie,South Sudan
Olu’bo,lul,South Sudan
Opo,lgn,South Sudan
Otuho,lot,South Sudan
Päri,lkr,South Sudan
Reel,atu,South Sudan
Shilluk,shk,South Sudan
South Central Dinka,dib,South Sudan
Southeastern Dinka,dks,South Sudan
Southwestern Dinka,dik,South Sudan
Sudanese Arabic,apd,South Sudan
Tennet,tex,South Sudan
Thuri,thu,South Sudan
Togoyo,tgy,South Sudan
Toposa,toq,South Sudan
Uduk,udu,South Sudan
Zande,zne,South Sudan
,,South Sudan
Acheron,acz,Sudan
Afitti,aft,Sudan
Aka,soh,Sudan
Ama,nyi,Sudan
Andaandi,dgl,Sudan
Baygo,byg,Sudan
Bedawiyet,bej,Sudan
Berta,wti,Sudan
Berti,byt,Sudan
Birked,brk,Sudan
Burun,bdi,Sudan
Coptic,cop,Sudan
Dagik,dec,Sudan
Dair,drb,Sudan
Dar Fur Daju,daj,Sudan
Dar Sila Daju,dau,Sudan
Dilling,dil,Sudan
El Hugeirat,elh,Sudan
Fur,fvr,Sudan
Gaam,tbi,Sudan
Ganza,gza,Sudan
Gbaya,krs,Sudan
Ghulfan,ghl,Sudan
Gula,kcm,Sudan
Gule,gly,Sudan
Gumuz,guk,Sudan
Heiban,hbn,Sudan
Jumjum,jum,Sudan
Kadaru,kdu,Sudan
Kanga,kcp,Sudan
Karko,kko,Sudan
Katcha-Kadugli-Miri,xtc,Sudan
Katla,kcr,Sudan
Keiga,kec,Sudan
Kelo,xel,Sudan
Ko,fuj,Sudan
Koalib,kib,Sudan
Komo,xom,Sudan
Krongo,kgo,Sudan
Lafofa,laf,Sudan
Laro,lro,Sudan
Logol,lof,Sudan
Logorik,liu,Sudan
Lumun,lmd,Sudan
Masalit,mls,Sudan
Midob,mei,Sudan
Molo,zmo,Sudan
Moro,mor,Sudan
Nding,eli,Sudan
Ngile,jle,Sudan
Nobiin,fia,Sudan
Otoro,otr,Sudan
Shatt,shj,Sudan
Shwai,shw,Sudan
Sudanese Arabic,apd,Sudan
Tagoi,tag,Sudan
Talodi,tlo,Sudan
Tama,tma,Sudan
Tegali,ras,Sudan
Temein,teq,Sudan
Tese,keg,Sudan
Tigré,tig,Sudan
Tima,tms,Sudan
Tira,tic,Sudan
Tocho,taz,Sudan
Torona,tqr,Sudan
Tulishi,tey,Sudan
Tumtum,tbr,Sudan
Uduk,udu,Sudan
Wali,wll,Sudan
Warnang,wrn,Sudan
Yulu,yul,Sudan
Zaghawa,zag,Sudan
Aasáx,aas,Tanzania
Alagwa,wbj,Tanzania
Asu,asa,Tanzania
Bembe,bmb,Tanzania
Bena,bez,Tanzania
Benamanga,egm,Tanzania
Bende,bdp,Tanzania
Bondei,bou,Tanzania
Bungu,wun,Tanzania
Burunge,bds,Tanzania
Chingoni,xnj,Tanzania
Cutchi-Swahili,ccl,Tanzania
Datooga,tcc,Tanzania
Dhaiso,dhs,Tanzania
Digo,dig,Tanzania
Doe,doe,Tanzania
Fipa,fip,Tanzania
Gogo,gog,Tanzania
Gorwaa,gow,Tanzania
Gusii,guz,Tanzania
Gweno,gwe,Tanzania
Ha,haq,Tanzania
Hadza,hts,Tanzania
Hangaza,han,Tanzania
Haya,hay,Tanzania
Hehe,heh,Tanzania
Ikizu,ikz,Tanzania
Ikoma-Nata-Isenye,ntk,Tanzania
Iraqw,irk,Tanzania
Isanzu,isn,Tanzania
Jita,jit,Tanzania
Kabwa,cwa,Tanzania
Kagulu,kki,Tanzania
Kahe,hka,Tanzania
Kamba,kam,Tanzania
Kami,kcu,Tanzania
Kara,reg,Tanzania
Kerewe,ked,Tanzania
Kimbu,kiv,Tanzania
Kinga,zga,Tanzania
Kisankasa,kqh,Tanzania
Kisi,kiz,Tanzania
Konongo,kcz,Tanzania
Kuria,kuj,Tanzania
Kutu,kdc,Tanzania
Kwaya,kya,Tanzania
Kwere,cwe,Tanzania
Kw’adza,wka,Tanzania
Lambya,lai,Tanzania
Luguru,ruf,Tanzania
Luo,luo,Tanzania
Maasai,mas,Tanzania
Machame,jmc,Tanzania
Machinga,mvw,Tanzania
Magoma,gmx,Tanzania
Makhuwa-Meetto,mgh,Tanzania
Makonde,kde,Tanzania
Malila,mgq,Tanzania
Mambwe-Lungu,mgr,Tanzania
Manda,mgs,Tanzania
Maraba,ymk,Tanzania
Matambwe,wtb,Tanzania
Matengo,mgv,Tanzania
Matumbi,mgw,Tanzania
Mbugu,mhd,Tanzania
Mbugwe,mgz,Tanzania
Mbunga,mgy,Tanzania
Mochi,old,Tanzania
Mpoto,mpa,Tanzania
Mwera,mwe,Tanzania
Mwera,mjh,Tanzania
Ndali,ndh,Tanzania
Ndamba,ndj,Tanzania
Ndendeule,dne,Tanzania
Ndengereko,ndg,Tanzania
Ndonde Hamba,njd,Tanzania
Ndwewe,nww,Tanzania
Ngasa,nsg,Tanzania
Ngindo,nnq,Tanzania
Ngoreme,ngq,Tanzania
Ngulu,ngp,Tanzania
Nilamba,nim,Tanzania
Nindi,nxi,Tanzania
Nyakyusa-Ngonde,nyy,Tanzania
Nyambo,now,Tanzania
Nyamwanga,mwn,Tanzania
Nyamwezi,nym,Tanzania
Nyaturu,rim,Tanzania
Pangwa,pbr,Tanzania
Pimbwe,piw,Tanzania
Pogolo,poy,Tanzania
Rangi,lag,Tanzania
Rombo,rof,Tanzania
Rungwa,rnw,Tanzania
Ruwila,rwl,Tanzania
Rwa,rwk,Tanzania
Safwa,sbk,Tanzania
Sagala,sbm,Tanzania
Sandawe,sad,Tanzania
Sangu,sbp,Tanzania
Segeju,seg,Tanzania
Shambala,ksb,Tanzania
Shubi,suj,Tanzania
Suba-Simbiti,ssc,Tanzania
Subi,xsj,Tanzania
Sukuma,suk,Tanzania
Sumbwa,suw,Tanzania
Swahili,swh,Tanzania
Tanzania Nyiha,nih,Tanzania
Tanzania Nyika,nkt,Tanzania
Tanzanian Sign Language,tza,Tanzania
Temi,soz,Tanzania
Tongwe,tny,Tanzania
Vidunda,vid,Tanzania
Vunjo,vun,Tanzania
Vwanji,wbi,Tanzania
Wanda,wbh,Tanzania
Zanaki,zak,Tanzania
Zaramo,zaj,Tanzania
Zigula,ziw,Tanzania
Zinza,zin,Tanzania
Adangbe,adq,Togo
Adele,ade,Togo
Aguna,aug,Togo
Aja,ajg,Togo
Akaselem,aks,Togo
Akebu,keu,Togo
Anii,blo,Togo
Anufo,cko,Togo
Bago-Kusuntu,bqg,Togo
Biali,beh,Togo
Bissa,bib,Togo
Delo,ntr,Togo
Ditammari,tbz,Togo
Fon,fon,Togo
Gen,gej,Togo
Ginyanga,ayg,Togo
Gourmanchéma,gux,Togo
Ifè,ife,Togo
Igo,ahl,Togo
Ikposo,kpo,Togo
Kabiyè,kbp,Togo
Konkomba,xon,Togo
Kpessi,kef,Togo
Kusaal,kus,Togo
Lama,las,Togo
Lukpa,dop,Togo
Maxi Gbe,mxl,Togo
Mbelime,mql,Togo
Miyobe,soy,Togo
Moba,mfq,Togo
Moore,mos,Togo
Nawdm,nmz,Togo
Ngangam,gng,Togo
Northern Nago,xkb,Togo
Ntcham,bud,Togo
Tem,kdh,Togo
Waci Gbe,wci,Togo
Western Xwla Gbe,xwl,Togo
Wudu,wud,Togo
Éwé,ewe,Togo
Lingua Franca,pml,Tunisia
Sened,sds,Tunisia
Tunisian Arabic,aeb,Tunisia
Tunisian Sign Language,tse,Tunisia
,,Tunisia
Acholi,ach,Uganda
Alur,alz,Uganda
Amba,rwm,Uganda
Aringa,luc,Uganda
Ateso,teo,Uganda
Bukusu,bxk,Uganda
Chiga,cgg,Uganda
Fumbira,kin,Uganda
Ganda,lug,Uganda
Gungu,rub,Uganda
Gwere,gwr,Uganda
Ik,ikx,Uganda
Jopadhola,adh,Uganda
Kakwa,keo,Uganda
Kebu,ndp,Uganda
Kenye,lke,Uganda
Konzo,koo,Uganda
Kuku,ukv,Uganda
Kumam,kdi,Uganda
